"","Product","Name","Date","IndividualRating","Review"
"178","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Brad","Reviewed in Australia on 26 February 2024","2.0 out of 5 stars","        Cables functioned correctly and appear to be of a reasonable quality but time will tell  "
"179","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Trish Hatcher","Reviewed in Australia on 17 February 2024","5.0 out of 5 stars","        Good quality and does the job  "
"180","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Franc Smeagle","Reviewed in Australia on 20 February 2024","5.0 out of 5 stars","        Durable, good length.  Useful for multiple charging points.  "
"181","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Bob Jenkins","Reviewed in Australia on 25 February 2024","5.0 out of 5 stars","        I love this charger.  It is good quality and works well.Will buy more. 😊  "
"182","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Mr Clifford Wheatley","Reviewed in Australia on 24 February 2024","5.0 out of 5 stars","        Charging was good and Cables are strong.  "
"183","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Sharon Climo","Reviewed in Australia on 10 February 2024","5.0 out of 5 stars","        This cord allows me to connect from MacBook Air to my MacBook Pro ! Great  "
"184","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","R. Yandra","Reviewed in Australia on 8 February 2024","5.0 out of 5 stars","        Recommended  "
"185","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Chairs ","Reviewed in Australia on 1 March 2024","5.0 out of 5 stars","        I have bought an assortment of cables from this brand over the last 3 years and they are all great  "
"186","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Richard Zhang","Reviewed in Australia on 26 February 2024","5.0 out of 5 stars",NA
"187","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Dave Hamilton","Reviewed in Australia on 16 February 2024","5.0 out of 5 stars",NA
"188","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Brad","Reviewed in Australia on 26 February 2024","4.6 out of 5 stars","        Good product & good price  "
"189","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","C Welsh","Reviewed in Australia on 16 November 2023","5.0 out of 5 stars","        I bought this to use with a new 65w charger. It works fine but so did a standard usb cable I tested.  I don't know if the standard cable would overheat/ fail after a while, but thought it safer to use a cable made for higher watts.  "
"190","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Diman Lo","Reviewed in Australia on 27 September 2023","2.0 out of 5 stars","        I bought this in 2021 and it has lasted me until I upgraded to Android 14 on my Pixel 6a. The screen stops working correctly when the device is being charged. I tested different chargers and cables and the issue is definitely with this particular wire. Maybe they have fixed that issue in the more recently manufactured batches but buyer beware. The sturdiness of the cable is its saving grace.  "
"191","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Wiseguy","Reviewed in Australia on 27 February 2024","4.0 out of 5 stars","        Listing refers to item being 2m in length but it is actually 6 foot ~180cm.  This bit of difference in length may be important to some customers that specifically need a 2m length . Otherwise product works well and seems to be good quality.  "
"192","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Najam","Reviewed in Australia on 5 January 2024","4.0 out of 5 stars","        I use this charger in my car, I absolutely love it. It works well and is the perfect length  "
"193","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Karen Scott","Reviewed in Australia on 18 January 2024","4.0 out of 5 stars","        Good to be able to get a shorter cable that provides fast charging. It's ideal for Android Auto car connection  "
"194","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Georgia Kate","Reviewed in Australia on 5 January 2024","4.0 out of 5 stars","        It has a good quality, charges relatively fast.  "
"195","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","deandari","Reviewed in Australia on 28 December 2023","4.0 out of 5 stars","        WORKS WELL  "
"196","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Hossein","Reviewed in Australia on 24 November 2023","4.0 out of 5 stars","        I can't comment on the longevity of the cable as only received it this week, but it works as required. Good length for using in the car to charge devices and not have surplus cable hanging loose.Seems to be well made but I have a feeling the woven cable wouldn't stand up to vigorous usage.  "
"197","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Reviewer","Reviewed in Australia on 21 September 2023","4.0 out of 5 stars","        Can't complain, its a great cable.  "
"198","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Allen","Reviewed in Australia on 1 December 2022","4.0 out of 5 stars",NA
"199","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Trevor Bryant","Reviewed in Australia on 28 May 2023","4.0 out of 5 stars",NA
"200","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)",NA,NA,"4.0 out of 5 stars",NA
"201","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Brad","Reviewed in Australia on 26 February 2024","4.6 out of 5 stars","        This product is well made and does he job.  "
"202","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","C Welsh","Reviewed in Australia on 16 November 2023","5.0 out of 5 stars","        Great length and sturdy cord.  "
"203","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Brad","Reviewed in Australia on 26 February 2024","2.0 out of 5 stars","        Cables functioned correctly and appear to be of a reasonable quality but time will tell  "
"204","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Trish Hatcher","Reviewed in Australia on 17 February 2024","5.0 out of 5 stars","        Good product & good price  "
"205","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Franc Smeagle","Reviewed in Australia on 20 February 2024","5.0 out of 5 stars","        Good quality and does the job  "
"206","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Diman Lo","Reviewed in Australia on 27 September 2023","5.0 out of 5 stars","        Durable, good length.  Useful for multiple charging points.  "
"207","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Bob Jenkins","Reviewed in Australia on 25 February 2024","4.0 out of 5 stars","        I love this charger.  It is good quality and works well.Will buy more. 😊  "
"208","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Mr Clifford Wheatley","Reviewed in Australia on 24 February 2024","5.0 out of 5 stars","        Charging was good and Cables are strong.  "
"209","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Sharon Climo","Reviewed in Australia on 10 February 2024","5.0 out of 5 stars","        This cord allows me to connect from MacBook Air to my MacBook Pro ! Great  "
"210","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","R. Yandra","Reviewed in Australia on 8 February 2024","5.0 out of 5 stars","        Recommended  "
"211","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Chairs ","Reviewed in Australia on 1 March 2024","5.0 out of 5 stars",NA
"212","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Richard Zhang","Reviewed in Australia on 26 February 2024","5.0 out of 5 stars",NA
"213","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Brad","Reviewed in Australia on 26 February 2024","4.6 out of 5 stars","        Good product & good price  "
"214","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","C Welsh","Reviewed in Australia on 16 November 2023","5.0 out of 5 stars","        I bought this to use with a new 65w charger. It works fine but so did a standard usb cable I tested.  I don't know if the standard cable would overheat/ fail after a while, but thought it safer to use a cable made for higher watts.  "
"215","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Diman Lo","Reviewed in Australia on 27 September 2023","2.0 out of 5 stars","        I bought this in 2021 and it has lasted me until I upgraded to Android 14 on my Pixel 6a. The screen stops working correctly when the device is being charged. I tested different chargers and cables and the issue is definitely with this particular wire. Maybe they have fixed that issue in the more recently manufactured batches but buyer beware. The sturdiness of the cable is its saving grace.  "
"216","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Wiseguy","Reviewed in Australia on 27 February 2024","4.0 out of 5 stars","        Listing refers to item being 2m in length but it is actually 6 foot ~180cm.  This bit of difference in length may be important to some customers that specifically need a 2m length . Otherwise product works well and seems to be good quality.  "
"217","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Najam","Reviewed in Australia on 5 January 2024","4.0 out of 5 stars","        I use this charger in my car, I absolutely love it. It works well and is the perfect length  "
"218","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Karen Scott","Reviewed in Australia on 18 January 2024","4.0 out of 5 stars","        Good to be able to get a shorter cable that provides fast charging. It's ideal for Android Auto car connection  "
"219","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Georgia Kate","Reviewed in Australia on 5 January 2024","4.0 out of 5 stars","        It has a good quality, charges relatively fast.  "
"220","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","deandari","Reviewed in Australia on 28 December 2023","4.0 out of 5 stars","        WORKS WELL  "
"221","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Hossein","Reviewed in Australia on 24 November 2023","4.0 out of 5 stars","        I can't comment on the longevity of the cable as only received it this week, but it works as required. Good length for using in the car to charge devices and not have surplus cable hanging loose.Seems to be well made but I have a feeling the woven cable wouldn't stand up to vigorous usage.  "
"222","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Reviewer","Reviewed in Australia on 21 September 2023","4.0 out of 5 stars","        Can't complain, its a great cable.  "
"223","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Allen","Reviewed in Australia on 1 December 2022","4.0 out of 5 stars",NA
"224","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)","Trevor Bryant","Reviewed in Australia on 28 May 2023","4.0 out of 5 stars",NA
"225","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(1M)",NA,NA,"4.0 out of 5 stars",NA
"226","Logitech MX Master 3S - Wireless Performance Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome","Amazon Customer","Reviewed in Australia on 29 January 2024","4.7 out of 5 stars","        I've been using the Logitech MX Master 3S Wireless Mouse for a few weeks now, and it has completely transformed my computing experience, earning a full 5-star rating for its exceptional performance and design.The first aspect that stands out with the MX Master 3S is its ergonomic design. Logitech has clearly put a lot of thought into the shape and contours of this mouse. It fits perfectly in the hand, reducing strain during long periods of use. This is a significant factor for anyone who spends hours at their computer, be it for work or gaming.The ultra-fast scrolling feature of this mouse is a game-changer. It allows me to navigate through long documents or web pages with incredible speed and precision. The tactile feel of the scroll wheel is satisfying, and the ability to switch between ratchet and free-spin modes is a thoughtful addition that enhances usability.Wireless performance is another area where the MX Master 3S excels. The connection is stable and responsive, with no noticeable lag or dropouts. This reliability is crucial for a wireless mouse, especially when used for tasks that require precision.One of the standout features of the MX Master 3S is its customization options. The Logitech Options software allows for extensive customization of buttons and actions. This level of personalization improves workflow efficiency, as I can tailor the mouse to suit my specific needs and shortcuts.Battery life is impressive. It lasts for weeks on a single charge, and the quick charging feature is convenient, ensuring the mouse is always ready for use.The mouse's build quality is robust, feeling premium and well-constructed. The attention to detail, from the texture of the surfaces to the satisfying click of the buttons, reflects Logitech's commitment to quality.In conclusion, the Logitech MX Master 3S is a superior wireless mouse that combines ergonomic design, high-end performance, and customizable features. It's an excellent investment for anyone looking to enhance their productivity and comfort during computer use.  "
"227","Logitech MX Master 3S - Wireless Performance Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome","Amanda","Reviewed in Australia on 30 January 2024","5.0 out of 5 stars","        The Logitech MX Master 3S has transformed my productivity. Its ultra-fast scrolling is a game-changer, and the ergonomic design ensures comfort during long work sessions. With an impressive 8K DPI, tracking on various surfaces, including glass, is flawless. The quiet clicks are a nice touch, and the versatility with USB-C and Bluetooth connectivity makes it a perfect fit for different devices and operating systems. A top-notch wireless mouse for anyone seeking precision and comfort.  "
"228","Logitech MX Master 3S - Wireless Performance Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome","Amazon Customer","Reviewed in Australia on 29 January 2024","3.0 out of 5 stars","        Perfect office productivity mouse. buttery smooth, comfortable, scrolls well and feels great.Usual Logitech quality control, no issues.Plug and play.  "
"229","Logitech MX Master 3S - Wireless Performance Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome","Keriakos","Reviewed in Australia on 8 January 2024","5.0 out of 5 stars","        Most recent Logitech mouse in a long line of their mice over the last 20 years. Well made, accurate and built to last. Packaging is much better these days with a lot less plastic.  "
"230","Logitech MX Master 3S - Wireless Performance Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome","Nick","Reviewed in Australia on 29 February 2024","5.0 out of 5 stars","        I recently purchased the Logitech mouse and I am absolutely in love with it! This product has truly exceeded my expectations in terms of both quality and performance.Firstly, the design of this mouse is sleek and modern, making it a great addition to any workspace. The buttons are easy to click and the scroll wheel is smooth and responsive. Additionally, the ergonomic shape of the mouse fits comfortably in my hand, allowing for extended use without any discomfort or strain.In terms of performance, the Logitech mouse is exceptional. It has a fast and accurate response time, making it perfect for both work and gaming. I have also noticed that the mouse tracks smoothly on a variety of surfaces, including my desk and a mousepad.Overall, I am extremely satisfied with my purchase of the Logitech mouse. It is a high-quality product that has significantly improved my computing experience. If you are in the market for a new mouse, I would highly recommend this one!  "
"231","Logitech MX Master 3S - Wireless Performance Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome","James Peek","Reviewed in Australia on 11 March 2024","5.0 out of 5 stars","        I bought these when I started a new job a few months ago. I work extensively with spreadsheets and engineering drawings.The MX Master 3S is my first ergonomic mouse and it has been a pleasure to use. It is comfortable, quiet, and feels absolutely premium.The only drawback I have come across is that the side scrollwheel can become unpredictable when you have many tabs open and not function as it is required to. My fix has been to launch the Logi software or switch the mouse on and off again. This will likely be patched out with a firmware update.This mouse is quite pricey, but it does what all high quality products do: make you forget about the money you spent once you start using it.  "
"232","Logitech MX Master 3S - Wireless Performance Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome","Ebaad Ali","Reviewed in Australia on 6 March 2023","5.0 out of 5 stars","        Love the ergonomics of this mouse, super comfortable for use all day. Great battery life, Ive only had to fully charge this once since receiving it. Highly recommend.  "
"233","Logitech MX Master 3S - Wireless Performance Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome","Ebaad Ali","Reviewed in Australia on 29 March 2023","5.0 out of 5 stars","        very comfortable and easy to use.  also has scroll bars and nice clicks.  "
"234","Logitech MX Master 3S - Wireless Performance Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome","Dylan James","Reviewed in Australia on 23 January 2024","5.0 out of 5 stars","        Had to replace mine as I left my other one somewhere and couldn't find it - Apart from the Amazon delivery making me stay home all day to share some stupid code with the driver. Cannot complain about the mouse but i'd buy it somewhere where I don't have to stay home all day waiting in the future  "
"235","Logitech MX Master 3S - Wireless Performance Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome","Jai Schulz","Reviewed in Australia on 28 December 2023","4.0 out of 5 stars","        The most I've ever spent on a mouse prior to this was about $50 so I was very hesitant about dropping over $100 for this but I'm glad I did. Originally wanted to get the Apple Magic Mouse for the built in touch pad however never liked the ergonomics of it even though I have relatively small hands.Initially I felt that the MX Master might be a bit too big for my hands and I was close to returning it however after about 2 days I became used to it and now it feels very comfortable to use.The side scroll and thumb gesture button almost mimics the functionality of the Magic Mouse, allowing you to perform actions such as opening Mission Control, switch desktops etc.The scrolling is very smooth and you can easily switch between frictionless and ratchet scrolling. The frictionless scrolling is amazing and you can easily get through large documents with a simple flick, however I find that it is a bit sensitive so generally leave it in the normal mode which is still very good but feels more tactile.Only real negative I have for it is the rubberised area where your palm rests. It gets a bit dirty and can get easily scratched by an inadvertent fingernail as you switch between using the mouse and keyboard. Luckily it's easy to rub out however I think deeper scratches might leave a more permanent mark.Highly recommended especially if you use a Mac and want to retain the functionality of the trackpad but you don't like the ergonomics of the Magic Mouse.  "
"236","Logitech MX Master 3S - Wireless Performance Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome","a great mouse, comfortable and easy to use","Reviewed in Australia on 9 March 2024","5.0 out of 5 stars",NA
"237","Logitech MX Master 3S - Wireless Performance Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome","John","Reviewed in Australia on 11 December 2023","5.0 out of 5 stars",NA
"238","Logitech MX Master 3S - Wireless Performance Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome","Amazon Customer","Reviewed in Australia on 29 January 2024","4.7 out of 5 stars","        I bought these when I started a new job a few months ago. I work extensively with spreadsheets and engineering drawings.The MX Master 3S is my first ergonomic mouse and it has been a pleasure to use. It is comfortable, quiet, and feels absolutely premium.The only drawback I have come across is that the side scrollwheel can become unpredictable when you have many tabs open and not function as it is required to. My fix has been to launch the Logi software or switch the mouse on and off again. This will likely be patched out with a firmware update.This mouse is quite pricey, but it does what all high quality products do: make you forget about the money you spent once you start using it.  "
"239","Logitech MX Master 3S - Wireless Performance Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome","Amanda","Reviewed in Australia on 30 January 2024","5.0 out of 5 stars","        Got one with a defective scrolling wheel, but the seller replaced it with a new one. Product quality is not worry-free.The customer service is five star though! Speedy shipping and prompt response! Thanks  "
"240","Logitech MX Master 3S - Wireless Performance Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome","Dylan James","Reviewed in Australia on 29 March 2023","3.0 out of 5 stars","        The Logitech MX Master 3S stands out with its ultra-fast scrolling, ergonomic design, and the ability to track on almost any surface, including glass. Its quiet clicks and versatile connectivity options, ranging from USB-C to Bluetooth, make it a top choice for both Windows and Linux users. However, I found the battery life to be a tad shorter than anticipated. Overall, a great product but with slight room for improvement in the battery department.  "
"241","Logitech MX Master 3S - Wireless Performance Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome","EW","Reviewed in Australia on 2 March 2024","4.0 out of 5 stars","        I really enjoy using this mouse, because my hand gets sore using a computer for work for many hours. But two things bug me about it:1. On a MacBook Pro with ProMotion screen, I cannot get it to scroll the image/website smoothly, despite adjusting all settings. Using the trackpad, the image moves smoothly. 🤷‍♀️2. Don’t get a white mouse. After a while, it WILL discolour despite best efforts to keep it white.  "
